Id,IndicatorCode,SpatialDimension,SpatialDimensionValueCode,ParentLocationCode,ParentLocation,TimeDimension,TimeDim,DisaggregatingDimension1,DisaggregatingDimension1ValueCode,DisaggregatingDimension2,DisaggregatingDimension2ValueCode,DisaggregatingDimension3,DisaggregatingDimension3ValueCode,DataSourceDimension,DataSourceDimensionValueCode,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
798672,MALARIA_PF_INDIG,COUNTRY,GUF,AMR,Americas,YEAR,2012,,,,,,,,,382,382,,,,2023-05-10T14:52:41Z,2012,2012-01-01,2012-12-31
807642,MALARIA_PF_INDIG,GLOBAL,GLOBAL,,,YEAR,2016,,,,,,,,,55 489 094,55489094,,,,2023-05-10T14:52:39Z,2016,2016-01-01,2016-12-31
798614,MALARIA_PF_INDIG,COUNTRY,PHL,WPR,Western Pacific,YEAR,2011,,,,,,,,,6 877,6877,,,,2023-05-10T14:52:48Z,2011,2011-01-01,2011-12-31
798660,MALARIA_PF_INDIG,COUNTRY,ECU,AMR,Americas,YEAR,2012,,,,,,,,,78,78,,,,2023-05-10T14:52:45Z,2012,2012-01-01,2012-12-31
826681,MALARIA_PF_INDIG,REGION,WPR,,,YEAR,2020,,,,,,,,,212 860,212860,,,,2023-05-10T14:52:36Z,2020,2020-01-01,2020-12-31
826767,MALARIA_PF_INDIG,COUNTRY,VEN,AMR,Americas,YEAR,2021,,,,,,,,,23 428,23428,,,,2023-05-10T14:52:38Z,2021,2021-01-01,2021-12-31
798813,MALARIA_PF_INDIG,COUNTRY,ARM,EUR,Europe,YEAR,2014,,,,,,,,,0,0,,,,2023-05-10T14:52:39Z,2014,2014-01-01,2014-12-31
789600,MALARIA_PF_INDIG,REGION,SEAR,,,YEAR,2010,,,,,,,,,1 537 668,1537668,,,,2023-05-10T14:52:41Z,2010,2010-01-01,2010-12-31
798767,MALARIA_PF_INDIG,COUNTRY,LKA,SEAR,South-East Asia,YEAR,2013,,,,,,,,,0,0,,,,2023-05-10T14:52:46Z,2013,2013-01-01,2013-12-31
826682,MALARIA_PF_INDIG,COUNTRY,YEM,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,162 318,162318,,,,2023-05-10T14:52:47Z,2020,2020-01-01,2020-12-31
807735,MALARIA_PF_INDIG,COUNTRY,GTM,AMR,Americas,YEAR,2017,,,,,,,,,0,0,,,,2023-05-10T14:52:41Z,2017,2017-01-01,2017-12-31
826762,MALARIA_PF_INDIG,COUNTRY,TGO,AFR,Africa,YEAR,2021,,,,,,,,,995 655,995655,,,,2023-05-10T14:52:42Z,2021,2021-01-01,2021-12-31
817118,MALARIA_PF_INDIG,COUNTRY,PER,AMR,Americas,YEAR,2017,,,,,,,,,13 173,13173,,,,2023-05-10T14:52:40Z,2017,2017-01-01,2017-12-31
798670,MALARIA_PF_INDIG,COUNTRY,GNQ,AFR,Africa,YEAR,2012,,,,,,,,,15 169,15169,,,,2023-05-10T14:52:36Z,2012,2012-01-01,2012-12-31
817255,MALARIA_PF_INDIG,COUNTRY,BWA,AFR,Africa,YEAR,2019,,,,,,,,,169,169,,,,2023-05-10T14:52:36Z,2019,2019-01-01,2019-12-31
807628,MALARIA_PF_INDIG,COUNTRY,COL,AMR,Americas,YEAR,2016,,,,,,,,,47 232,47232,,,,2023-05-10T14:52:35Z,2016,2016-01-01,2016-12-31
807516,MALARIA_PF_INDIG,COUNTRY,TUR,EUR,Europe,YEAR,2014,,,,,,,,,0,0,,,,2023-05-10T14:52:41Z,2014,2014-01-01,2014-12-31
817191,MALARIA_PF_INDIG,COUNTRY,IDN,SEAR,South-East Asia,YEAR,2018,,,,,,,,,116 035,116035,,,,2023-05-10T14:52:39Z,2018,2018-01-01,2018-12-31
798657,MALARIA_PF_INDIG,COUNTRY,CPV,AFR,Africa,YEAR,2012,,,,,,,,,1,1,,,,2023-05-10T14:52:45Z,2012,2012-01-01,2012-12-31
798830,MALARIA_PF_INDIG,COUNTRY,ERI,AFR,Africa,YEAR,2014,,,,,,,,,23 787,23787,,,,2023-05-10T14:52:49Z,2014,2014-01-01,2014-12-31
807554,MALARIA_PF_INDIG,COUNTRY,GHA,AFR,Africa,YEAR,2015,,,,,,,,,4 319 919,4319919,,,,2023-05-10T14:52:42Z,2015,2015-01-01,2015-12-31
789546,MALARIA_PF_INDIG,COUNTRY,ARM,EUR,Europe,YEAR,2010,,,,,,,,,0,0,,,,2023-05-10T14:52:46Z,2010,2010-01-01,2010-12-31
807511,MALARIA_PF_INDIG,COUNTRY,SWZ,AFR,Africa,YEAR,2014,,,,,,,,,389,389,,,,2023-05-10T14:52:36Z,2014,2014-01-01,2014-12-31
807570,MALARIA_PF_INDIG,COUNTRY,KOR,WPR,Western Pacific,YEAR,2015,,,,,,,,,0,0,,,,2023-05-10T14:52:38Z,2015,2015-01-01,2015-12-31
826666,MALARIA_PF_INDIG,COUNTRY,SLE,AFR,Africa,YEAR,2020,,,,,,,,,725 006,725006,,,,2023-05-10T14:52:37Z,2020,2020-01-01,2020-12-31
826636,MALARIA_PF_INDIG,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2020,,,,,,,,,0,0,,,,2023-05-10T14:52:36Z,2020,2020-01-01,2020-12-31
817270,MALARIA_PF_INDIG,COUNTRY,ERI,AFR,Africa,YEAR,2019,,,,,,,,,75 568,75568,,,,2023-05-10T14:52:41Z,2019,2019-01-01,2019-12-31
807742,MALARIA_PF_INDIG,COUNTRY,IRN,EMR,Eastern Mediterranean,YEAR,2017,,,,,,,,,2,2,,,,2023-05-10T14:52:39Z,2017,2017-01-01,2017-12-31
817357,MALARIA_PF_INDIG,COUNTRY,CMR,AFR,Africa,YEAR,2020,,,,,,,,,2 890 193,2890193,,,,2023-05-10T14:52:48Z,2020,2020-01-01,2020-12-31
817268,MALARIA_PF_INDIG,COUNTRY,ECU,AMR,Americas,YEAR,2019,,,,,,,,,211,211,,,,2023-05-10T14:52:39Z,2019,2019-01-01,2019-12-31
817120,MALARIA_PF_INDIG,COUNTRY,PNG,WPR,Western Pacific,YEAR,2017,,,,,,,,,163 160,163160,,,,2023-05-10T14:52:38Z,2017,2017-01-01,2017-12-31
